0xC4D061E7,CitHub_Camps
0x201B290D,HMM_HAT_BRT_Diff
0x8646DE87,HMM_HAT_Brt_Norm
0xA01DF47A,HMM_HGR_Brt_Spec
0xF1EC37D3,KRO_ARM_GNTa_Diff
0xB2AD95A1,KRO_ARM_GNTa_Norm
0xAE4CB759,KRO_ARM_GNTa_Spec
0x9950F3DF,KRO_EYE_PROGrunt_Diff
0xECA7DA8F,KRO_HED_PROGrunt_Diff
0x55731BFF,KRO_HED_PROGrunt_Norm
0x2EFA7C4A,KRO_HED_PROGrunt_Spec
0xDF616B7E,SAL_ARM_MDNa_Diff
0xFFB36326,SAL_ARM_MDNa_Norm
0xA8A24FB2,SAL_ARM_MDNa_Spec
0x30005C27,SAL_HED_EYE_Mordin_Diff
0x736ED561,SAL_HED_EYE_Mordin_Norm
0x9A987362,SAL_HED_PROMordin_Diff
0xE79A3269,SAL_HED_PROMordin_Norm
0x97644BC1,SAL_HED_PROMordin_Spec
0xE281217E,HMM_HGR_HVYb_Diff
0x7635F899,AlliFighterA_Diff
0x4AAB2496,AlliFighterA_Norm
0x5553CCBF,AlliFighterA_Text
0xDEAB6717,WPN_SNPd_Diff
0xFA642FDB,WPN_SNPd_Norm
0x375EC634,WPN_SNPd_Spec
0xA49341BE,WPN_SNPd_Tint_Promo
0x4F11516B,KRO_ARM_HVY_Simp_Diff
0xE30C9B36,KRO_ARM_HVY_Simp_Norm
0x1F51787D,KRO_ARM_HVY_Simp_Strp
0xBF240AEF,KRO_ARM_HVY_Simp_Tint
0x7B628D02,CubemapFace0
0xCAD07CA0,CubemapFace2
0xF4416972,GethCruiserA_Norm
0x89A4E4A7,SoldierFB
0x35ED98A5,Wisp_Wave
0xCFA14296,DirectionalMaxComponent4
0x4FD1F961,DirectionalMaxComponent4
0x1B665ABA,DirectionalMaxComponent4
0xD9950AC2,DirectionalMaxComponent4
0x53C7BD5E,DirectionalMaxComponent4
0xCF1EDC05,DirectionalMaxComponent4
0x17770052,DirectionalMaxComponent5
0xFEE65038,NormalizedAverageColor4
0x677F92C3,NormalizedAverageColor4
0xED5D60BC,NormalizedAverageColor4
0xF160839B,NormalizedAverageColor4
0x0E1C9985,NormalizedAverageColor4
0x637D8147,NormalizedAverageColor4
0xF3709E1E,NormalizedAverageColor5
0x7D7D1354,RPR_BOS_Foot_Diff
0x09A81FBB,RPR_BOS_Foot_Norm
0xD310656C,RPR_BOS_Foot_Spec
0xD8598249,RPR_BOS_Head_Diff
0x92674F4C,RPR_BOS_Head_Norm
0xBB47E163,RPR_BOS_Head_Spec
0x449C0CE4,RPR_BOS_Leg_Diff
0x06B2EF5A,RPR_BOS_Leg_Norm
0xD9828D00,RPR_BOS_Leg_Spec
0xED84CD61,Holo_RocketPanel
0x6F62A0DE,EDI_End001_Flipbook
0x6FF442DA,HMF_PROShepard_FaceBlood_Diff
0xB01F488E,Face_EmisScars_03
0x627F78CB,Face_NormScars_03
0x11FE3EF4,HMM_HED_PROBase_Face_Frk4
0x52FA4862,HMM_HED_PROSheppard_Face_Bloody_Diff_Stack
0xC7A64D1A,HMM_HED_PROSheppard_Face_Norm_Stack
0xD6E60811,DirectionalMaxComponent0
0xC0131EEF,NormalizedAverageColor0
0x5070EE17,ShadowMapTexture2D
0x85E3C28B,DirectionalMaxComponent0
0xA5A7924A,NormalizedAverageColor0
0x92114756,ShadowMapTexture2D
0x4629A1DF,ShadowMapTexture2D
0x79260596,HMM_HED_PROAnderson_FaceBlood_Diff
0x0C7B4C2A,HMM_HED_PROIllusiveman_Neck_Diff
0xD9741311,HMM_HED_PROIllusiveman_Neck_Norm
0xEBAFF36D,HMM_HED_PROIllusiveman_Neck_Spec
0x459A5CE1,HMM_HED_PROIllusiveman_ScalpB_Diff
0x90B6BC94,HMM_HED_PROIllusiveman_ScalpB_Norm
0x01A99ECB,HMM_HED_PROIllusiveman_ScalpB_Spec
0xCB14400D,HMM_HED_PROIllusivemanB_Face_Diff
0x413007EA,HMM_HED_PROIllusivemanB_Face_Norm
0x3B912C80,HMM_HED_PROIllusivemanB_Face_Spec
0xAD46AB39,DirectionalMaxComponent0
0x2A2D493C,NormalizedAverageColor0
0x0A102557,ShadowMapTexture2D
0xCC7AF20B,HMM_ARM_GRD_Diff
0x7837F4B3,HMM_ARM_GRD_Norm
0x91A51EA7,HMM_ARM_GRD_Spec
0x779F5D4E,HMM_PROgrd_eyes_Diff
0xB9A9CDC5,HMM_PROgrd_face_Diff
0x264BD553,HMM_PROgrd_face_Norm
0x859427E5,HMM_PROgrd_face_Spec
0x2CAC0539,HMM_PROgrd_scalp_Diff
0x9242D86C,HMM_PROgrd_scalp_Norm
0xD54B9507,HMM_PROgrd_scalp_Spec
0x4BF5C7CB,fx_Dustcard_Stack_Ash
0xFFC0401B,LightMapVector_Colour_0
0xD7A2BA0A,LightMapVector_Colour_0
0x04F5BB20,LightMapVector_Colour_1
0x0BAB9EFB,LightMapVector_Colour_2
0xE20B5435,LightMapVector_Colour_3
0x73E1AC65,LightMapVector_Dir_0
0x4AA4C151,LightMapVector_Dir_0
0x05EE28CA,LightMapVector_Dir_1
0x430A0558,LightMapVector_Dir_2
0x3ABFC055,LightMapVector_Dir_3
0xF2937215,NR2b_Body_Diff
0x2D1B075F,NR2b_Body_Norm
0xA62FA729,NR2b_Body_Spec
0x0B281EA4,NR2b_Engines_Norm
0xEF7A2256,NR2b_Engines_Spec
0x6D4C6239,NR2b_EnginesL_Diff
0x68569A74,NR2b_EnginesR_Diff
0x98F2296E,NR2b_Wings_Diff
0xF6790D63,NR2b_Wings_Norm
0x0BE74AC4,NR2b_Wings_Spec
0xCE4A211F,DirectionalMaxComponent0
0xA197A3A8,DirectionalMaxComponent1
0xC31FD5CB,DirectionalMaxComponent1
0xF6635865,DirectionalMaxComponent1
0xA9857FC5,DirectionalMaxComponent1
0xB96CC9DC,LightMapSimple_Colour_1
0x006B3F4B,LightMapVector_Colour_1
0xBD94F5F1,LightMapVector_Colour_1
0x11B2D73E,LightMapVector_Dir_1
0x58ACA84A,LightMapVector_Dir_1
0xEB6F5427,NormalizedAverageColor0
0x2FB22051,NormalizedAverageColor1
0x297B3998,NormalizedAverageColor1
0x431E822F,NormalizedAverageColor1
0xFC56248A,NormalizedAverageColor1
0xF359A427,gth001_nebula01
0x4E404F43,Gth001_Rannoch_Card_alpha
0x4857B80F,Gth001_Rannoch_Card_diff
0xAC37BF32,GethCruiserA_Diff
0xC5C4D12C,MigrantFleetA_Crates_Diff
0x4C7A19AA,DirectionalMaxComponent0
0x1E7D5AFD,NormalizedAverageColor0
0x2BFD67CC,WPN_PSTh_Diff
0xFEBBF8F3,WPN_PSTh_Norm
0xAF6D593C,WPN_PSTh_Spec
0x616B14C0,WPN_PSTh_Tint
0x25B23CEC,DirectionalMaxComponent0
0x0B91ED8E,DirectionalMaxComponent0
0x44DB6C8F,NormalizedAverageColor0
0xCA7AC273,NormalizedAverageColor0
0x6EA10EFE,ShadowMapTexture2D
0x4095A1EA,GethMine01_Diff
0x1F608A4D,GethMine01_Msk3
0xB2A738B3,GethMine01_Norm
0x6A16F05F,GTH_RKT_NKDa_Diff
0xC8A9835C,GTH_RKT_NKDa_Norm
0x36076E44,GTH_RKT_NKDa_Spec
0xC83D769E,WPN_SNP_SCOa_Diff
0x1F571F07,WPN_SNP_SCOa_Norm
0x56CFEEA4,WPN_SNP_SCOa_Spec
0xD3886A16,WPN_SNP_SCOb_Diff
0x932295EB,WPN_SNP_SCOb_Norm
0xF9F18B86,WPN_SNP_SCOb_Spec
0x034D60BC,WPN_SNP_SCOc_Diff
0x50BB01CA,WPN_SNP_SCOc_Norm
0xFDF85226,WPN_SNP_SCOc_Spec
0xADC564E2,WPN_SNP_SCOd_Diff
0x438D5096,WPN_SNP_SCOd_Norm
0xD90DACD9,WPN_SNP_SCOd_Spec
0xE339A390,WPN_SNP_SCOe_Diff
0x780F5D7D,WPN_SNP_SCOe_Norm
0x9FA33B34,WPN_SNP_SCOe_Spec
0x8F2CF7C0,DirectionalMaxComponent0
0x2EE83ECD,NormalizedAverageColor0
0x95F0FCE6,ShadowMapTexture2D
0x13FCB77C,GTH_RKT_NKDb_Diff
0x3E8F6ED3,WPN_BLSd_Diff
0xE1491E37,WPN_BLSd_Norm
0x99B998FB,WPN_BLSd_Spec
0x46E298E4,WPN_BLSd_Tint
0x06D4EE35,DirectionalMaxComponent0
0x557E8F25,DirectionalMaxComponent0
0xC3221CF6,DirectionalMaxComponent0
0x8DD63C02,DirectionalMaxComponent0
0x3BE2FF57,NormalizedAverageColor0
0x3FC55680,NormalizedAverageColor0
0x68C4108B,NormalizedAverageColor0
0xA3D583CE,NormalizedAverageColor0
0x48374F4C,DirectionalMaxComponent0
0xD8F04C34,NormalizedAverageColor0
0x76F86AD5,ShadowMapTexture2D
0x36DACF3F,HMM_HED_PROSheppard_Face_Diff_Stack
0x9006DFD7,HMM_HED_PROSheppard_Scalp_Diff_Stack
0xB2AD1655,HMM_HED_PROSheppard_Scalp_Norm_Stack
0x5E73CAC5,DirectionalMaxComponent1
0xD88A78DB,LightMapVector_Colour_0
0x2834E105,LightMapVector_Dir_0
0x01EA5B57,NormalizedAverageColor1
0x297707E6,ShadowMapTexture2D
0x043C9DCF,ShadowMapTexture2D
0x13139369,GethHub01_Destroyed_Norm
0x9FF825BB,RBT_DRO_Small
0xCB837E9F,GethTurret_Norm
0x623FE1B4,GethTurret_Stack
0x0DB1FDEF,fx_gren_Turret
0xE4E4A594,fx_gren_Turret_Norm
0xE3C58DA8,Geth_gear
0x6E17B258,geth_Line
0xDBF81831,Geth_Sphere
0x59E979A5,TechBall_Thumb
0x7C1B44F4,Electric_Bolts_01
0x36841C03,DirectionalMaxComponent0
0x943C5AD5,DirectionalMaxComponent0
0xB7AD3B83,LightMapVector_Colour_0
0x110C5AD2,LightMapVector_Dir_0
0x3996A353,NormalizedAverageColor0
0x24E9D96B,NormalizedAverageColor0
0x2B36EF10,ShadowMapTexture2D
0x5BD99FBE,DirectionalMaxComponent0
0xF874C04B,DirectionalMaxComponent0
0x627F1CD3,NormalizedAverageColor0
0x98FCB246,NormalizedAverageColor0
0xFEC111F0,WPN_HVYl_Diff
0x41C53644,WPN_HVYl_Norm
0xD66664F8,WPN_HVYl_Spec
0x571D7769,WPN_HVYl_Tint
0x3B465C4D,Detail_Spec_Door
0x7FBC4C2D,Silo_Door_Diff
0x4DEF2BBA,Silo_Door_Norm
0xCA691AAA,Stone01_Diff
0x50FB180F,Stone01_Norm
0x455A8C63,DirectionalMaxComponent0
0x3876574D,NormalizedAverageColor0
0x29C83ED8,ShadowMapTexture2D
0xD1571579,GTH_FLM_NKDa_Diff
0xCFA18FB7,GTH_FLM_NKDa_HOLO
0x165C8CE0,GTH_FLM_NKDa_HOLO2
0xE1A61685,GTH_FLM_NKDa_Norm
0x80B1F27F,GTH_FLM_NKDa_Spec
0x3DAC828E,QRN_ARM_TLIb_Body_Diff
0x0EA48473,QRN_ARM_TLIb_Body_Norm
0x26DC0097,QRN_ARM_TLIb_Body_Spec
0x0E0F1FD4,QRN_ARM_TLIb_Snout_Diff
0xCF8E1F8F,QRN_ARM_TLIb_Snout_Norm
0x0C45005D,QRN_ARM_TLIb_Snout_Spec
0xC00CBBF1,WPN_HVYf_Diff
0xA317E822,WPN_HVYf_Norm
0x988F4F24,WPN_HVYf_Spec
0x17D58E14,WPN_HVYj_Diff
0x81F927FC,WPN_HVYj_Norm
0xD2667C8B,WPN_HVYj_Spec
0xCB5D7D49,WPN_HVYj_Tint
0x865E13D7,Electric_Beam
0x15AAE6B5,Electric_Gradient
0xD055732E,ObritalDisplay
0x38830C3D,TechBall_Flare
0xE20B0C77,Icon_Tali0
0x155DE609,DirectionalMaxComponent0
0x1EB6EA77,NormalizedAverageColor0
0x63D14611,ShadowMapTexture2D
0x9FFEA46C,GethHoverA_Diff
0xC9485F73,GethHoverA_Msk3
0xFBBF85DC,GethHoverA_Norm
0x92E3B667,Vortex_tex
0xC6A68A97,Debris_Diff
0x19C95C5F,Dread_Diff
0xF20DD0B1,Dread_Diff_02
0x460C8775,Dread_Norm
0x36340C5B,Tracer_03
0xBBE3D4DC,DirectionalMaxComponent0
0x8407BBC7,DirectionalMaxComponent0
0x39B46575,NormalizedAverageColor0
0xF31A07FD,NormalizedAverageColor0
0xC2A057F7,ShadowMapTexture2D
0xE4C41D50,ShadowMapTexture2D
0x6B834A9A,GethHoverA_Diff_Cine
0xB346271D,GethHoverA_Msk3_Cine
0xC6BFE902,GethHoverA_Norm_Cine
0x0DCB46D8,fx_chi2
0xA4E9684B,OCU_NKD_Diff
0x7603F30B,OCU_NKD_Norm
0xD159F6F8,OCU_NKD_Spec
0xC4959DBB,QRN_ARM_MEDa_Diff
0xCA7B1A4F,QRN_ARM_MEDa_Emis
0xAFE7DAD5,QRN_ARM_MEDa_Norm
0x5A66307A,QRN_ARM_MEDa_Tint
0xBE6438F1,QRN_ARM_TLIa_Diff
0xD4F2E377,QRN_ARM_TLIa_Norm
0xD1A5907F,QRN_ARM_TLIa_Spwr
0x80EDC857,StretchedFlare_08
0xCF74C5C3,T_EV_DustPanner_01
0x5F78D7C4,T_EV_LightBeam_Falloff_01
0xEA433BBB,T_EV_LightBeam_Falloff_02
0xCCF6B9B7,QRN_Tali_VSRa_Diff
0x1D2F5E87,QRN_Tali_VSRa_Emis
0xF167D0CA,QRN_Tali_VSRa_Norm
0xADEE34F0,Flotilla_Cell01_Diff
0x791449BF,Flotilla_Cell01_Norm
0x126AA910,Flotilla_Cell01Piston_Diff
0x684C0661,Flotilla_Cell01Piston_Norm
0xE48C88E3,DirectionalMaxComponent0
0x1AA5AE29,NormalizedAverageColor0
0xE80F36FF,VI_Core_Boss_FB
0xCE94871A,LightMapVector_Colour_0
0x076AA5D9,LightMapVector_Colour_0
0x93B79565,LightMapVector_Colour_0
0xFF7CB2EE,LightMapVector_Dir_0
0x364A3737,LightMapVector_Dir_0
0x7B32DD6C,LightMapVector_Dir_0
0x1A923EC2,ShadowMapTexture2D
0x2B0CD3F4,ShadowMapTexture2D
0x280ECDDC,ShadowMapTexture2D
0x9D20D9F0,DirectionalMaxComponent0
0x2E2C7178,NormalizedAverageColor0
0x39EDB806,VI_Square_Single
0x14C7075E,DirectionalMaxComponent0
0x3CC8F42A,DirectionalMaxComponent0
0x47674418,DirectionalMaxComponent0
0x0894E018,LightMapVector_Colour_0
0x2E7E6AEB,LightMapVector_Colour_0
0x6DC71D16,LightMapVector_Colour_0
0x9B5B8675,LightMapVector_Colour_0
0x6B5E87DB,LightMapVector_Colour_0
0x34B9F282,LightMapVector_Colour_0
0x51DCA4C7,LightMapVector_Colour_1
0x08B2C0AC,LightMapVector_Dir_0
0xC5A63879,LightMapVector_Dir_0
0xB4AD2E74,LightMapVector_Dir_0
0xDB1136EF,LightMapVector_Dir_0
0x48C63048,LightMapVector_Dir_0
0x9903E526,LightMapVector_Dir_0
0xBC4C5F9D,LightMapVector_Dir_1
0x5318D877,NormalizedAverageColor0
0xB7E1CE89,NormalizedAverageColor0
0x83EE80E8,NormalizedAverageColor0
0xAA47B2EE,ShadowMapTexture2D
0x845542E0,GethBomb01_Diff
0x0D4C6E7F,GethBomb01_MSK3
0x7AEBBB3D,GethBomb01_Norm
0xB9101B22,DirectionalMaxComponent0
0x17ED0A72,DirectionalMaxComponent0
0xFB371F6F,LightMapVector_Colour_0
0x8C3BAE38,LightMapVector_Colour_0
0xBB08AAE0,LightMapVector_Colour_0
0x9DAB7511,LightMapVector_Colour_0
0xCC354D8D,LightMapVector_Colour_0
0x0066355B,LightMapVector_Colour_0
0x20E6ED61,LightMapVector_Dir_0
0x84264A2C,LightMapVector_Dir_0
0x4A86B31B,LightMapVector_Dir_0
0x61094B9C,LightMapVector_Dir_0
0x06ADD396,LightMapVector_Dir_0
0x6F03E9EC,LightMapVector_Dir_0
0xCE4CE284,NormalizedAverageColor0
0x1C25962F,NormalizedAverageColor0
0x2B72D3A1,DirectionalMaxComponent0
0xE245FBCF,LightMapVector_Colour_0
0x552DF1BC,LightMapVector_Dir_0
0xD17A528D,NormalizedAverageColor0
0xBEC77B4D,ShadowMapTexture2D
0x03A9ED61,Computer01_Geth_Diff
0x817F4707,Computer01_Geth_Msk3
0x4CA08F6C,Computer01_Geth_Norm
0xB064026F,WPN_SNPe_Diff
0xAEE4E690,WPN_SNPe_Norm
0xAEF7299B,WPN_SNPe_Spec
0xAE3330F2,WPN_SNPe_Tint
0x3D99B5FF,DirectionalMaxComponent0
0xA71EDE63,NormalizedAverageColor0
0x432E30DA,ShadowMapTexture2D
0x55CC396F,WpnReticleGeth_G0
0x27E47C67,WpnReticleGeth_G4
0x76F9D69A,WpnReticleGeth_G9
0x5AA27565,WpnReticleGeth_GD
0xE52A7B06,WpnReticleGeth_GE
0x100AC354,WpnReticleGeth_IA
0xBA384AA9,WpnReticleGeth_IB
0x39D565D4,WpnReticleGeth_IC
0xE6E73FE7,DirectionalMaxComponent0
0x0302BE9A,NormalizedAverageColor0
0x2FADA716,ShadowMapTexture2D
0x1D3374AC,DirectionalMaxComponent0
0x03CD3CDD,NormalizedAverageColor0
0x06F5DC7B,DirectionalMaxComponent0
0xAE4BF895,DirectionalMaxComponent0
0x2D9D1FA6,DirectionalMaxComponent0
0x87BB3515,LightMapVector_Colour_0
0x4653DEED,LightMapVector_Dir_0
0xB62C86E1,NormalizedAverageColor0
0xC6EE0729,NormalizedAverageColor0
0xBA90BAA0,NormalizedAverageColor0
0xCCC6B989,DirectionalMaxComponent0
0xD823E97F,DirectionalMaxComponent0
0xCE9C7383,DirectionalMaxComponent0
0x7D1DFC9A,LightMapVector_Colour_0
0x77F65A7A,LightMapVector_Dir_0
0x6D113707,NormalizedAverageColor0
0xAC29C82F,NormalizedAverageColor0
0xA3E447FA,NormalizedAverageColor0
0x9360B5E5,CBT_TRT_NKDa_Diff_Stack
0x50487230,CBT_TRT_NKDa_Mask_Stack
0x7AC2D799,CBT_TRT_NKDa_Norm_Stack
0xC9ED5268,DirectionalMaxComponent0
0xD69A2C83,DirectionalMaxComponent0
0xE6EC62C8,DirectionalMaxComponent0
0xECA788CD,NormalizedAverageColor0
0x8DAE1BF3,NormalizedAverageColor0
0xD5DC17FA,NormalizedAverageColor0
0xCE402EDE,DirectionalMaxComponent1
0x9D6DDC13,LightMapVector_Colour_0
0xEFD982BD,LightMapVector_Dir_0
0x713D0311,NormalizedAverageColor1
0x5D1619F3,Radar_base
0x37224AC2,Radar_Line
0x36F3BD4C,ship_dot_cen
0xCE008B30,YAH_HED_PRO_DIFF
0xF90FD8E6,YAH_HED_PRO_NORM
0x89F1DFC7,YAH_HED_PRO_SPEC
0x37C01667,YAH_NKDa_Diff
0x7EAB18C8,YAH_NKDa_Norm
0xA6416ACF,YAH_NKDa_Spec
0x450ED048,AlliDropShip_Dirty_Bck_Diff
0x4B243B12,AlliDropShip_Dirty_Bck_Spec
0x338BC172,AlliDropShip_Dirty_Frt_Diff
0x1B4FCFB7,AlliDropShip_Dirty_Frt_Norm
0xC0052E9C,AlliDropShip_Dirty_Frt_Spec
0x1247E5D0,DirectionalMaxComponent0
0x6C3E8D82,NormalizedAverageColor0
0x173F6753,WPN_PSTk_Diff
0x26FAC71C,WPN_PSTk_Norm
0x27D069D9,WPN_PSTk_Spec
0xD98CD6D8,WPN_PSTk_Tint
0x37E88BC5,DirectionalMaxComponent0
0x49261B73,NormalizedAverageColor0
0xD08C3D7A,DirectionalMaxComponent0
0x394548AB,NormalizedAverageColor0
0xAC67F99D,DirectionalMaxComponent1
0x80559763,DirectionalMaxComponent1
0x09324EB5,DirectionalMaxComponent1
0x18E5D053,LightMapVector_Colour_0
0x4EAAB8AC,LightMapVector_Dir_0
0x7891548B,NormalizedAverageColor1
0x29F6FD40,NormalizedAverageColor1
0xF0A22D05,NormalizedAverageColor1
0x504B2F41,Ruins_Door01_Diff
0x23E9B0BF,Ruins_Door01_Msk
0x88AFEB1F,Ruins_Door01_Norm
0x163203F8,KRO_ARM_HVYb_Mer_Diff_Stack
0xE1255908,KRO_ARM_HVYb_Mer_Norm_Stack
0x5A4737E8,KRO_ARM_HVYb_Mer_SPwr_Stack
0xB048E724,KRO_ARM_HVYd_BPak_Diff
0x8D068E78,KRO_ARM_HVYd_BPak_Norm
0xDCC80D67,KRO_ARM_HVYd_BPak_Spec
0x203925CD,KRO_ARM_MEDa_BPak_Diff
0x7CB875B5,KRO_ARM_MEDa_BPak_Norm
0x8872DAB6,KRO_ARM_MEDa_BPak_Spec
0xD44ECE18,KRO_ARM_MEDa_Tnt_Diff
0x8E0237CB,KRO_ARM_MEDa_Tnt_Norm
0xEDC01610,KRO_ARM_MEDa_Tnt_Strp
0xD76AC926,KRO_ARM_MEDa_Tnt_Tint
0xC38F27B2,KRO_HGR_HVYa_Corp_Diff_Stack
0xBA9E9F18,KRO_HGR_HVYa_Corp_Norm_Stack
0x65AFCC9C,KRO_HGR_HVYa_Corp_Strp
0x819CC7DF,KRO_HGR_HVYa_Corp_Tint
0x5DCC605A,KRO_HGR_HVYa_Sim_Diff_Stack
0xF12F942F,KRO_HGR_HVYa_Sim_Norm_Stack
0x583748E3,KRO_HGR_HVYa_Sim_Tint
0x4FBED90B,KRO_HGR_HVYb_Mer_Diff_Stack
0xFC88E19F,KRO_HGR_HVYb_Mer_Norm_Stack
0x5A9C12ED,KRO_HGR_HVYb_Mer_Spwr_Stack
0xEEE542A7,KRO_HGR_MEDa_Sim_Diff
0xE4C3877B,KRO_HGR_MEDa_Sim_Norm_Stack
0x024B81B9,KRO_HGR_MEDa_Sim_Strp
0x2E92130C,KRO_HGR_MEDa_Sim_Tint
0xE62DBA28,MM_Placeholder_SpecMsk
0xC9DD5A22,CBT_MAW_ARMS_Diff
0x3BE7A92A,CBT_MAW_ARMS_Norm
0x307B7AA6,CBT_MAW_ARMS_Spec
0x86474FD4,CBT_MAW_BODY_CINE_Diff
0xDDF68239,CBT_MAW_BODY_CINE_Norm
0x920F96A2,CBT_MAW_BODY_CINE_Spec
0x7528ED30,Temp_ReaperShadow
0x73523E01,CBT_MAW_ARMS_CINE_Diff
0x7312072F,CBT_MAW_ARMS_CINE_Spec
0x12C9217E,CubemapFace0
0x91D3712C,CubemapFace1
0xB0968E2E,CubemapFace2
0xE54B649F,CubemapFace3
0xD809C2AF,Frosted_Glass_Msk01
0xAAFE0B7E,Symbols
0x0B8022CE,KRO_ARM_CTHa_Thu_Norm_Stack
0x7EA80DB5,KRO_ARM_CTHa_Tnt_Diff
0x7F175A85,KRO_ARM_CTHa_Tnt_Mask
0x0170BD48,KRO_ARM_CTHa_Tnt_Strp
0x28871B27,KRO_ARM_CTHc_Diff
0x424441C6,KRO_ARM_CTHc_Mask
0x0419F651,KRO_ARM_CTHc_Norm
0xB3D523AC,KRO_ARM_CTHc_Strp
0x97710D28,WPN_ASL_BARd_NormTorch_Diff
0x02E21CA1,VFX_star_flick
0xB3FD49B1,DirectionalMaxComponent0
0xDD09D349,DirectionalMaxComponent1
0x40050F33,DirectionalMaxComponent1
0x4121FFC3,LightMapVector_Colour_1
0xC315BFBE,LightMapVector_Dir_1
0x47CC18DA,NormalizedAverageColor0
0xC5D39769,NormalizedAverageColor1
0xE6B7775B,NormalizedAverageColor1
0x50C11410,DirectionalMaxComponent0
0xD8DDE462,NormalizedAverageColor0
0x0A39A28E,Holomod_08_Tex
0xE5308975,DirectionalMaxComponent1
0xBF01D551,NormalizedAverageColor1
0xB4CB05ED,ShadowMapTexture2D
0x0636906A,DirectionalMaxComponent0
0x9DEC14AD,NormalizedAverageColor0
0xF6319174,ShadowMapTexture2D
0x144ED824,DirectionalMaxComponent0
0xE534BB15,NormalizedAverageColor0
0xCE569A6B,ShadowMapTexture2D
0x2F64B7E1,WPN_HVYi_Diff
0xE3EE41A7,WPN_HVYi_Norm
0xEC5EAC3E,WPN_HVYi_Spec
0xD681F6FE,LightMapVector_Colour_0
0xB612B1CE,LightMapVector_Dir_0
0xC1F191BD,Webbing_A_Diff
0xAB5E8227,Webbing_C_DIFF
0xB4B9AB2A,Webbing_C_NRM
0xABF7744B,Fire_Grow_Mask
0xB97A8604,DirectionalMaxComponent0
0x2253B360,NormalizedAverageColor0
0x32E87F90,DirectionalMaxComponent0
0xB3536D3C,NormalizedAverageColor0
0x46B64A51,ShadowMapTexture2D
0xC8991229,LightMapVector_Colour_0
0x71FF38C0,LightMapVector_Dir_0
0xABDFDD4D,ShadowMapTexture2D
0xD22C3163,DirectionalMaxComponent0
0x9D4675AD,NormalizedAverageColor0
0x869EBA75,ShadowMapTexture2D
0x9121AA18,CBT_QEN_NKDa_Diff_Stack
0x165116B8,CBT_QEN_NKDa_Norm_Stack
0x236EA626,CBT_QEN_NKDa_Spec_Stack
0x65742B74,DirectionalMaxComponent0
0xFED1687E,DirectionalMaxComponent0
0xD1B25743,DirectionalMaxComponent0
0x93FA956B,LightMapVector_Colour_0
0x104AFDA2,LightMapVector_Dir_0
0x2ED26528,NormalizedAverageColor0
0x04C0C64E,NormalizedAverageColor0
0xB27DE2B8,NormalizedAverageColor0
0xEEB411C7,DirectionalMaxComponent0
0xE927E0F6,NormalizedAverageColor0
0x79DEC777,DirectionalMaxComponent0
0x27962DBC,DirectionalMaxComponent0
0x11024EBE,DirectionalMaxComponent1
0x6C6B8290,LightMapVector_Colour_0
0x561D76E1,LightMapVector_Dir_0
0x86A3FD2C,NormalizedAverageColor0
0x8D0B2A0E,NormalizedAverageColor0
0x4663C570,NormalizedAverageColor1
0xA6FACCFB,ShadowMapTexture2D
0x326E23D5,DirectionalMaxComponent0
0x2539711D,NormalizedAverageColor0
0xCB137767,ShadowMapTexture2D
0x6202D0C9,ShadowMapTexture2D
0x1B68A39F,DirectionalMaxComponent0
0xA3F31F8E,NormalizedAverageColor0
0x47F583FC,ShadowMapTexture2D
0x4060F3EC,ShadowMapTexture2D
0x97D8284C,DirectionalMaxComponent0
0x6CAB84AE,NormalizedAverageColor0
0x51B38804,ShadowMapTexture2D
0x2486958D,ShadowMapTexture2D
0xE25BE3E5,DirectionalMaxComponent0
0xE1B5059D,NormalizedAverageColor0
0xC0F2A4EE,ShadowMapTexture2D
0xABD77BD0,Counter_Digits_BioMass
0x4A37A541,DirectionalMaxComponent0
0x3C97E856,DirectionalMaxComponent0
0xB5C34AC2,DirectionalMaxComponent1
0x2D090AAA,LightMapVector_Colour_0
0xE949419B,LightMapVector_Dir_0
0x304289C9,NormalizedAverageColor0
0x0C249DA8,NormalizedAverageColor0
0x3666EEF3,NormalizedAverageColor1
0xE766EC52,DirectionalMaxComponent1
0x3AFCAAD5,NormalizedAverageColor1
0x03420CAF,ShadowMapTexture2D
0xF9657814,AmmoBox03_Diff
0x8BAFB0C7,AmmoBox03_Msk3
0x80AC4CFF,AmmoBox03_Norm
0xAFD5B881,DirectionalMaxComponent0
0x046DA33D,NormalizedAverageColor0
0x0BEA0B37,ShadowMapTexture2D
0x5AD54666,wis_smo_single
0xA3E20512,DirectionalMaxComponent0
0x4A3C772C,NormalizedAverageColor0
0xC72B05B5,ShadowMapTexture2D
0x218F55D2,DirectionalMaxComponent0
0xE9B57EED,NormalizedAverageColor0
0x2A5CA18C,DirectionalMaxComponent0
0x562F3AB4,NormalizedAverageColor0
0x9B06948D,ShadowMapTexture2D
0x24E33937,ShadowMapTexture2D
0x67B77867,DirectionalMaxComponent0
0x4CA3BCE9,DirectionalMaxComponent0
0x8EF2B8B9,NormalizedAverageColor0
0xC4693F52,NormalizedAverageColor0
0x2A5F9DA0,Decal_SPDrophadow_Diff
0x6432F92F,DirectionalMaxComponent0
0x24EB7214,NormalizedAverageColor0
0x70C28E08,DirectionalMaxComponent0
